lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
74,0,75.0,12,9,3,2,1,0,0,1
36,2,168.3,7,14,4,2,0,0,3,1
0,0,80.75,6,13,3,2,1,0,0,1
64,2,149.0,11,17,4,3,0,0,3,1
73,2,89.25,10,22,4,3,0,0,0,1
40,0,118.8,4,22,4,2,0,0,3,0
103,1,94.5,7,14,4,3,2,3,0,1
1,1,147.67,7,9,4,1,2,0,0,1
31,0,63.0,11,7,3,0,1,3,0,1
39,1,88.0,1,10,3,1,2,0,5,1
5,0,66.0,2,1,3,3,1,0,0,1
141,0,76.5,8,7,4,3,2,0,0,1
20,1,110.15,5,29,4,3,2,0,0,1
118,1,86.67,11,13,4,4,2,0,0,1
21,1,112.0,3,12,4,1,2,0,0,1
0,0,65.0,10,3,2,0,1,0,0,1
14,1,168.25,10,22,4,1,1,0,5,1
0,1,65.0,2,22,2,1,1,0,0,1
2,0,77.0,9,20,3,0,2,0,0,1
199,2,127.62,8,14,4,5,2,0,3,0
29,1,63.87,3,11,4,3,2,0,0,1
58,1,90.9,3,31,4,3,0,0,0,1
29,1,163.58,10,14,4,4,0,0,5,1
1,1,180.0,1,13,4,4,0,0,5,1
6,0,92.0,2,22,4,2,1,0,0,1
63,0,130.0,5,16,2,2,1,0,0,1
125,3,105.3,8,20,4,2,2,0,0,1
219,0,92.65,10,6,4,3,1,3,0,0
192,2,114.75,8,4,4,3,1,0,0,0
52,1,108.0,10,17,4,2,1,3,0,1
63,1,103.61,10,24,4,4,1,1,3,1
13,0,148.5,5,5,4,3,1,0,3,1
131,0,59.5,3,20,3,3,2,0,0,1
82,0,130.5,6,29,4,3,0,0,0,0
10,0,75.0,3,11,3,1,0,0,0,1
2,2,130.0,2,3,4,4,0,0,3,1
96,2,132.3,10,19,4,4,1,0,3,1
2,0,93.0,2,10,4,4,2,0,0,1
52,1,89.25,4,11,4,3,1,3,0,1
10,0,79.2,12,16,4,2,1,0,0,1
26,1,89.0,4,11,4,0,1,3,0,1
71,2,168.3,9,10,4,2,2,0,3,1
1,4,177.0,6,15,4,3,0,0,3,1
173,0,96.9,8,22,3,1,1,0,0,1
118,1,140.4,6,11,4,1,2,0,3,1
0,1,84.14,4,28,4,3,0,0,3,1
42,1,80.3,1,16,4,1,0,0,0,1
105,0,138.55,7,2,4,2,2,0,3,0
0,0,65.0,11,23,2,1,0,0,0,1
29,1,104.0,11,30,4,4,2,0,0,1
31,2,89.4,5,21,4,1,0,3,0,1
56,0,68.64,3,15,4,4,0,3,0,0
55,1,142.2,8,30,4,3,0,0,3,1
53,1,119.7,6,30,4,2,0,0,0,1
16,2,137.0,4,17,4,0,1,0,3,1
6,0,98.0,8,14,4,1,0,0,0,1
44,0,94.8,11,2,4,4,0,0,0,1
17,0,171.0,2,23,4,4,0,0,5,1
33,1,182.85,3,22,4,3,0,0,6,1
176,0,94.12,10,7,4,2,2,0,0,0
125,1,118.58,7,5,4,4,0,0,3,1
32,1,130.0,11,11,4,2,0,0,0,0
32,1,96.0,11,14,4,0,1,0,0,0
171,2,72.25,8,11,3,3,2,0,0,1
148,0,72.25,8,21,3,1,2,0,0,1
31,0,108.3,8,28,3,3,2,1,0,1
109,1,85.0,3,20,3,1,2,0,5,1
11,1,102.41,8,16,4,2,0,3,0,1
0,0,123.0,10,20,3,1,0,0,0,1
170,1,96.3,6,28,4,3,0,0,0,1
0,1,156.0,8,25,4,2,0,0,5,1
75,0,82.45,3,30,4,4,0,0,0,0
206,1,130.5,9,8,4,3,0,0,1,0
1,0,95.0,3,9,4,1,0,0,0,1
0,0,223.0,5,19,4,1,0,0,3,0
92,1,103.5,11,1,4,4,0,0,3,1
0,1,79.31,5,9,4,0,1,0,0,1
28,1,137.2,10,3,4,5,1,0,3,1
11,1,73.95,11,2,4,4,1,0,0,1
98,1,90.6,10,30,4,1,2,0,0,1
275,2,118.2,9,23,4,2,1,0,0,0
70,1,158.4,9,16,4,2,1,0,3,1
62,0,99.0,3,19,4,1,1,0,0,0
97,1,117.9,8,8,4,4,1,0,0,1
8,2,105.67,8,28,4,4,2,0,0,1
43,2,121.0,3,21,4,3,1,0,0,1
14,2,105.0,9,1,4,1,0,0,0,1
23,0,65.0,10,15,2,1,0,0,0,1
3,1,47.5,4,23,3,1,2,0,0,1
4,1,0.0,1,9,1,1,1,2,3,1
12,2,87.78,7,19,4,2,0,3,0,1
21,1,85.0,2,17,4,1,0,0,0,1
146,2,166.5,10,19,4,4,1,1,3,1
117,2,177.3,5,5,4,3,0,0,5,1
127,0,86.36,8,8,3,5,2,0,0,1
71,1,116.1,5,7,4,1,1,3,0,0
128,1,132.3,10,18,4,5,1,0,3,1
63,2,134.47,4,25,4,4,1,0,3,1
1,2,95.0,11,17,4,3,0,3,0,1
92,1,135.9,6,16,4,3,0,0,0,1
2,0,98.21,10,18,4,2,2,0,0,1
70,0,93.6,11,4,4,2,1,0,0,0
0,0,65.0,4,12,2,1,0,0,0,0
14,0,100.0,10,15,3,2,0,0,0,1
19,0,135.0,5,7,4,1,0,0,0,1
80,0,84.95,2,24,4,2,0,0,0,1
44,1,112.0,11,5,3,1,1,0,0,1
19,1,58.0,12,22,3,4,0,0,0,1
61,2,67.91,12,5,4,2,1,0,0,1
74,1,61.08,10,31,4,5,2,3,0,1
0,2,67.5,3,25,3,2,1,0,0,1
8,0,91.45,1,2,4,1,2,0,0,1
65,1,118.14,9,25,4,3,2,0,0,1
32,1,116.1,5,8,4,0,1,3,0,1
119,2,79.2,11,4,4,2,0,3,0,0
35,1,73.1,3,4,4,2,0,3,0,1
3,0,166.25,9,26,2,1,1,0,4,1
209,1,75.23,10,9,4,2,2,0,0,1
19,3,139.0,9,23,4,2,1,3,0,1
22,1,48.5,11,15,4,5,0,3,0,1
19,2,174.0,9,15,4,2,0,0,3,1
15,2,103.44,4,27,4,3,0,0,0,1
34,1,68.7,2,25,4,3,0,3,0,0
0,0,73.07,8,24,4,1,0,3,0,1
21,2,121.2,11,11,4,2,2,0,3,1
18,2,101.0,11,11,4,1,0,0,0,1
159,2,146.2,12,22,4,8,4,0,5,1
0,1,155.0,9,11,4,0,2,0,0,1
72,2,175.5,11,9,4,2,0,0,0,1
17,1,61.88,2,13,4,2,2,0,0,1
0,0,84.0,11,12,2,1,0,0,0,1
36,1,64.67,11,15,4,5,0,0,0,1
264,0,96.3,10,28,4,2,1,0,0,0
17,1,90.34,12,30,4,5,2,3,0,1
3,1,145.0,9,22,4,3,0,0,0,1
6,1,79.0,2,3,4,1,0,0,0,0
14,2,147.0,5,8,4,0,2,0,3,1
94,0,108.0,10,6,4,3,1,3,0,0
76,1,116.36,10,22,4,5,2,0,3,1
3,2,229.0,7,10,4,3,2,0,5,1
72,1,100.0,9,14,2,2,0,3,0,0
100,1,90.3,3,26,4,1,2,0,0,1
33,1,84.57,2,10,4,3,0,0,0,1
2,2,91.0,6,13,4,1,1,0,0,1
5,0,104.5,12,27,4,4,2,0,3,1
6,0,65.0,3,1,3,3,0,0,0,1
187,1,86.5,7,7,4,2,0,0,1,0
116,2,104.85,10,23,4,2,2,0,0,1
24,0,85.0,2,6,4,1,2,0,0,0
37,0,87.3,2,12,4,3,2,0,3,1
28,1,160.2,10,18,4,3,0,0,5,1
206,0,90.95,8,29,4,3,1,0,0,0
163,2,105.3,8,1,4,0,1,0,0,0
32,1,96.33,8,20,4,1,0,3,0,1
55,1,113.4,11,11,4,2,0,0,0,0
63,0,79.2,11,24,4,1,0,3,0,0
60,1,83.16,3,18,4,2,1,0,3,1
43,0,74.8,11,25,4,2,2,3,0,0
15,0,164.0,9,26,4,2,1,0,3,1
8,1,127.0,8,28,4,0,2,3,0,1
2,2,225.0,8,6,4,1,1,0,5,1
162,1,112.0,7,14,3,3,0,0,0,0
32,2,149.4,9,15,4,2,0,0,3,1
48,2,92.83,5,22,4,1,2,0,0,1
120,0,79.05,3,27,4,3,2,0,0,0
1,1,67.0,3,9,2,1,0,0,0,1
8,1,107.0,11,11,4,3,0,0,3,1
106,0,89.25,9,4,4,2,0,0,0,0
155,0,112.0,7,14,3,3,0,0,0,0
29,1,95.95,4,17,4,0,2,0,0,1
2,2,89.0,8,10,4,1,1,3,0,1
3,0,101.0,3,2,4,2,0,0,0,0
25,0,216.0,3,29,4,4,0,0,5,0
43,3,88.0,11,3,4,1,0,3,0,1
14,0,43.43,2,15,3,5,2,0,0,1
19,2,139.0,9,15,4,1,0,3,0,1
172,1,300.0,7,29,3,3,2,1,0,0
144,1,114.3,5,6,4,2,0,0,3,0
0,1,150.0,8,17,4,1,0,0,0,1
0,1,89.0,3,1,4,2,0,3,0,1
6,1,67.0,11,16,2,1,0,0,0,1
147,1,126.9,9,12,4,3,1,0,0,1
109,1,120.28,5,4,4,4,0,0,3,1
66,0,88.2,4,2,4,1,1,0,0,0
90,1,70.03,4,24,4,3,2,0,0,1
111,0,94.78,8,8,3,2,1,0,3,1
64,0,158.4,8,8,4,1,1,0,3,1
74,0,128.7,4,6,4,3,0,0,0,0
0,0,95.0,2,14,4,0,1,0,0,1
56,0,88.4,11,14,4,5,1,0,0,0
45,2,126.9,5,21,4,1,1,0,0,1
8,0,124.0,3,11,4,2,1,0,3,0
155,0,128.7,6,27,4,2,1,0,0,0
0,0,58.0,12,27,3,1,2,0,0,1
18,1,80.0,2,21,4,0,1,0,0,1
207,0,80.75,6,10,3,2,1,0,0,1
154,1,118.8,10,6,4,2,0,0,0,0
0,0,79.0,2,6,4,1,0,0,0,1
47,2,95.48,10,15,4,3,2,0,3,1
111,1,105.4,4,26,3,3,0,0,0,1
13,1,99.95,10,20,4,5,0,0,0,1
46,1,56.59,3,14,4,3,1,0,0,1
125,0,79.2,11,17,4,3,0,3,0,0
0,3,127.0,2,12,4,1,0,0,3,1
3,1,65.0,11,24,2,1,0,0,0,1
20,0,95.0,5,11,3,4,0,0,0,1
102,0,79.65,10,30,4,2,2,3,0,0
19,0,111.4,4,11,4,4,1,3,0,0
95,1,93.08,4,5,4,4,0,0,3,1
142,1,126.65,7,2,4,3,2,0,3,0
51,1,94.5,10,11,4,0,1,0,0,1
2,1,117.65,3,23,4,2,0,0,0,1
42,1,129.2,11,14,4,4,1,1,3,0
1,0,76.5,1,8,4,2,0,3,0,1
83,1,140.4,8,12,4,2,0,0,3,0
36,0,96.9,12,3,4,2,2,0,3,1
141,2,119.85,6,15,4,4,0,0,0,1
59,1,134.62,12,22,4,2,0,0,5,1
57,2,177.3,4,23,4,1,2,0,5,1
84,1,134.1,8,4,4,2,0,0,3,1
8,1,113.6,11,4,4,5,2,0,0,1
61,0,75.0,11,26,3,1,2,0,0,1
114,1,87.05,5,14,4,2,2,0,3,1
184,0,89.25,8,9,4,4,0,3,0,0
57,0,158.85,9,7,4,4,0,0,3,0
50,0,85.5,4,2,4,1,0,0,0,1
5,0,75.24,9,7,4,1,1,0,0,1
5,1,122.0,6,22,4,2,0,3,0,1
85,0,157.25,3,24,4,3,2,0,5,0
13,1,176.67,10,1,4,3,0,0,0,1
30,0,187.04,6,12,4,1,2,0,6,0
121,1,65.45,11,16,4,4,2,0,0,1
20,0,58.0,12,27,3,1,2,0,0,1
46,1,80.3,1,22,4,2,0,0,0,1
42,0,116.1,5,12,4,2,0,0,0,1
94,0,60.0,12,27,3,3,2,0,3,1
92,1,81.95,6,20,4,3,1,3,0,1
0,1,0.0,10,2,1,1,0,0,4,1
56,0,116.1,5,13,4,2,0,3,0,0
9,0,70.07,2,24,4,1,0,0,0,0
20,0,76.0,11,1,4,3,0,3,0,1
100,1,150.3,8,25,4,3,1,0,3,1
72,1,117.0,10,18,4,2,0,3,0,0
4,1,149.38,9,22,4,1,0,0,3,1
195,1,99.0,8,7,4,1,2,3,0,0
14,2,149.0,10,26,4,2,0,0,0,1
80,1,72.07,11,12,4,1,2,0,0,0
45,1,134.1,6,29,4,2,0,0,0,1
37,0,94.5,4,23,4,1,1,3,0,1
54,1,132.3,9,30,4,1,0,0,3,1
82,2,98.25,9,5,4,1,0,0,0,1
199,2,105.3,7,23,4,1,2,0,3,0
176,0,198.9,9,15,4,3,0,0,5,0
6,1,137.0,3,28,4,0,1,0,3,1
41,2,152.1,8,19,4,2,2,0,0,1
18,2,166.85,12,30,4,2,2,0,3,1
5,2,90.0,8,24,4,3,1,0,0,1
56,0,88.23,11,10,4,3,1,0,0,1
30,1,116.3,3,4,4,2,0,0,3,1
0,0,110.0,6,6,3,2,1,0,0,1
1,0,89.0,8,10,4,3,1,0,0,1
211,1,67.5,11,18,4,2,0,3,0,0
17,1,102.0,11,11,4,5,2,0,0,0
109,1,108.9,8,8,4,5,2,0,0,0
53,1,134.4,6,9,4,3,0,0,3,0
32,0,63.33,12,27,3,5,1,0,0,1
23,0,61.0,1,11,4,0,1,3,0,1
37,0,99.9,6,26,4,0,2,0,0,1
5,1,111.0,12,8,4,2,0,0,0,1
28,0,89.0,4,17,4,0,2,3,0,0
29,1,130.68,7,18,4,3,1,0,0,1
8,1,87.78,9,8,4,3,0,0,3,1
111,0,85.86,4,24,4,2,2,0,1,1
24,0,53.58,12,18,4,2,1,0,0,1
3,0,75.0,12,26,4,1,0,3,0,1
5,0,131.0,10,4,2,5,0,0,0,0
40,0,96.3,10,11,3,3,0,0,3,1
2,1,149.0,5,28,4,1,0,3,0,1
10,0,153.0,8,20,4,2,0,0,5,1
14,1,83.0,3,3,4,3,2,3,0,1
16,2,65.0,12,4,2,0,1,0,0,1
31,0,85.5,9,11,3,1,2,0,0,0
18,1,80.0,2,8,4,2,1,0,0,1
32,1,85.0,10,25,3,5,0,0,0,1
102,1,114.3,7,23,4,5,2,0,0,1
67,1,142.2,7,20,4,2,0,0,3,0
6,1,166.0,7,11,4,1,1,0,3,1
71,0,95.25,3,3,4,3,1,0,0,1
43,0,96.3,4,21,3,2,0,0,3,1
42,2,109.0,10,29,4,1,0,3,0,1
3,0,116.4,10,10,4,1,2,3,0,1
157,2,120.7,7,6,4,4,0,0,3,0
103,0,78.2,7,6,3,4,1,3,0,1
244,2,89.4,9,29,4,1,0,3,0,0
16,0,89.22,4,8,4,3,2,0,3,1
120,2,132.3,10,13,4,3,0,0,3,1
113,3,117.3,12,6,4,4,0,1,0,1
48,0,75.0,10,31,3,2,1,0,0,1
118,1,90.95,4,13,4,4,0,0,0,1
49,1,73.95,2,23,4,4,0,0,0,1
39,1,81.9,3,10,4,3,2,0,0,0
27,0,118.15,9,19,3,0,1,0,0,0
6,0,65.0,11,24,2,1,0,0,0,1
30,1,125.1,8,19,4,1,0,3,0,1
179,0,111.6,8,31,4,2,0,0,0,0
243,0,80.7,9,20,4,2,2,0,0,0
107,0,65.49,4,25,4,3,1,0,0,1
25,0,72.76,10,11,3,2,2,0,0,1
6,1,141.0,6,27,4,3,1,0,0,1
43,1,110.2,12,4,4,1,2,0,3,1
20,1,231.0,7,6,4,1,0,0,5,1
12,0,159.0,9,19,4,1,1,0,0,1
1,0,79.0,12,29,2,1,0,0,0,1
71,0,263.91,10,20,4,3,1,0,6,0
87,1,94.25,5,27,4,1,0,0,0,1
168,2,72.25,8,12,3,3,2,0,0,1
192,0,96.3,10,21,4,2,1,0,0,0
90,1,82.45,4,4,4,3,1,0,0,1
3,3,152.0,9,12,4,1,0,0,0,1
4,0,65.0,11,30,2,0,1,0,0,1
13,2,129.0,9,25,4,1,2,3,0,1
138,0,104.55,8,4,4,3,2,0,0,0
40,0,175.0,10,21,4,2,0,0,3,0
53,2,85.85,3,28,4,4,1,0,0,1
228,1,102.85,10,5,4,4,0,0,0,0
125,2,101.49,5,15,4,1,2,0,3,1
42,0,60.0,11,5,3,3,0,0,3,1
114,1,115.6,5,15,3,1,2,0,3,1
130,1,97.65,8,22,4,3,1,0,0,0
71,1,90.95,3,31,4,3,1,0,3,1
3,1,204.82,10,7,4,2,1,0,6,1
1,1,73.92,4,15,4,1,0,0,0,1
3,1,146.0,8,14,4,2,2,0,0,1
14,0,77.6,1,19,4,3,0,0,3,1
9,0,137.0,8,26,4,2,0,3,0,1
28,1,101.0,4,17,4,0,2,0,0,1
246,1,114.75,10,13,4,3,2,0,0,0
80,0,135.9,9,25,4,2,2,0,0,1
200,0,150.45,9,20,4,5,1,0,0,0
4,0,68.0,2,14,2,1,2,0,0,1
169,2,118.25,4,23,4,2,2,0,0,0
4,2,107.0,3,22,4,2,0,0,0,1
87,0,176.85,8,15,4,0,1,1,0,0
1,0,65.0,11,19,2,1,0,0,0,1
49,0,78.3,3,7,4,2,1,0,0,0
13,0,65.0,6,14,2,3,0,0,0,1
0,1,124.0,8,22,4,1,2,0,0,1
7,1,145.0,7,11,4,0,1,0,0,1
25,0,146.2,11,7,4,3,1,0,3,1
40,0,72.0,11,26,3,1,1,0,0,1
1,1,111.65,9,22,4,3,0,0,0,1
79,1,96.62,4,4,4,5,1,0,3,0
0,0,134.0,7,10,4,0,2,3,0,1
12,0,95.0,10,12,2,3,1,0,0,1
5,0,95.0,4,18,2,0,1,0,0,0
65,1,107.1,9,6,4,2,0,0,0,1
151,1,91.48,10,6,4,3,2,0,0,1
56,2,115.09,4,24,4,3,2,0,0,1
137,0,76.5,8,16,4,0,1,0,0,1
44,0,107.1,11,1,4,4,0,0,0,0
5,0,75.0,8,29,3,0,1,3,0,1
61,1,97.0,11,11,4,2,1,3,0,1
7,1,67.0,11,17,2,1,0,0,0,1
3,0,65.0,12,14,2,0,1,0,0,1
8,0,95.0,4,5,4,1,0,0,0,0
117,1,110.0,6,5,3,2,2,0,0,1
58,0,60.0,2,5,3,2,1,0,0,1
14,1,141.0,4,29,4,1,0,0,0,1
53,1,126.9,5,19,4,1,0,0,0,1
36,0,103.95,4,8,4,1,0,0,5,1
1,1,116.0,4,16,4,2,2,0,3,1
254,1,92.28,10,12,4,4,0,0,0,0
157,2,217.6,8,19,4,3,2,1,5,0
103,1,76.5,8,8,4,1,1,0,0,1
51,0,69.11,10,12,4,3,1,0,0,1
203,1,105.3,8,10,4,3,0,0,0,0
2,2,83.0,3,31,2,2,0,0,0,1
292,0,86.7,12,13,4,4,0,0,3,0
12,0,130.0,10,20,2,1,0,0,0,1
14,3,166.0,9,7,4,5,1,0,5,1
28,0,95.0,4,18,4,0,1,0,0,0
6,1,69.0,5,31,2,3,0,0,0,1
18,0,111.75,10,2,4,2,2,0,0,1
72,1,81.3,3,16,4,3,0,0,0,1
148,0,90.9,8,26,4,2,1,0,0,0
7,1,95.0,11,2,4,3,1,0,0,1
152,4,132.13,7,21,4,5,2,0,3,1
117,1,145.8,9,16,4,2,1,0,0,0
128,0,142.25,6,26,3,1,2,1,0,1
67,1,135.9,8,4,4,3,1,0,0,1
180,1,135.9,9,3,4,1,2,0,0,0
41,0,150.3,6,8,4,4,0,0,3,0
48,1,139.5,10,11,4,3,0,0,3,1
32,2,126.0,4,20,4,2,0,0,0,1
70,0,126.9,6,9,4,3,0,0,0,1
16,1,89.0,11,17,4,2,0,3,0,1
62,1,68.0,7,15,4,7,2,0,0,0
212,1,129.65,9,26,4,3,1,0,0,0
5,0,95.0,10,25,0,2,0,0,0,1
27,0,87.0,3,6,3,2,2,0,0,1
80,3,101.77,12,20,4,5,2,1,0,1
4,1,41.0,2,1,2,0,1,0,0,1
58,0,90.0,1,27,3,3,0,0,0,1
9,0,75.0,11,18,2,2,0,0,0,1
178,1,127.62,7,28,4,5,2,0,3,0
45,1,125.1,9,18,4,1,2,3,0,1
202,2,128.85,9,6,4,4,0,0,0,0
134,0,118.8,10,8,4,1,1,0,0,0
32,0,198.9,4,30,4,1,2,0,5,0
79,0,95.0,9,3,3,5,2,0,0,1
46,0,79.2,11,22,4,1,0,3,0,0
5,0,90.0,8,10,4,4,1,0,0,0
52,1,192.59,10,28,4,2,1,0,6,1
11,1,130.9,10,3,4,1,1,0,3,1
164,1,100.0,10,2,3,1,0,0,0,1
28,1,68.0,9,21,3,4,1,0,3,1
54,0,125.1,8,26,4,1,0,3,0,0
144,1,99.45,7,23,4,5,2,0,0,0
245,1,58.36,12,27,4,5,2,0,0,0
133,1,123.25,7,6,4,4,0,0,0,0
2,1,103.0,11,17,4,2,0,0,0,0
19,1,166.0,8,10,4,1,0,0,3,0
35,2,117.0,9,25,4,1,2,0,0,1
30,1,144.9,7,12,4,2,0,0,0,1
128,1,114.3,8,8,4,3,1,0,0,1
4,1,169.0,9,20,4,1,0,0,0,1
93,0,60.0,12,27,3,3,2,0,3,1
71,1,79.2,12,8,4,1,0,3,0,1
31,0,168.3,4,30,4,1,0,0,3,0
4,1,155.6,8,26,3,2,1,0,3,1
105,2,116.8,12,1,4,3,2,0,3,1
62,3,131.51,9,27,4,5,4,0,0,1
12,0,65.0,10,27,2,1,0,0,0,1
115,0,91.12,12,23,4,2,2,0,4,1
224,1,90.95,8,23,4,5,2,0,0,1
2,1,164.0,8,24,4,2,0,0,3,1
31,0,147.72,8,22,3,2,1,1,0,1
44,0,87.2,12,3,3,2,2,0,3,1
4,2,112.2,12,27,4,4,0,0,3,1
3,0,78.2,12,6,3,0,2,0,3,1
7,0,162.0,8,18,4,3,0,0,5,1
132,0,82.45,8,3,3,5,2,1,3,1
47,0,108.0,10,11,4,3,0,3,0,1
318,0,80.75,9,16,3,2,1,0,0,1
28,2,156.25,4,11,4,3,1,1,0,1
139,1,62.0,2,11,3,3,0,0,3,1
165,0,146.7,8,12,4,2,1,0,0,0
1,0,95.0,6,7,2,1,0,0,0,1
82,0,80.75,10,16,3,4,2,0,0,1
6,0,106.0,2,5,4,2,0,0,3,0
148,0,96.9,8,21,3,1,2,0,0,0
16,2,90.0,8,29,4,1,1,0,0,1
7,2,174.67,3,24,4,3,0,0,0,1
75,1,79.2,11,12,4,1,1,3,0,1
40,0,40.67,2,6,3,1,2,0,0,1
147,1,123.3,8,14,4,1,2,0,0,1
21,0,234.0,9,19,4,3,1,0,5,0
64,2,107.1,9,1,4,3,1,0,0,1
63,0,168.3,8,9,4,3,0,0,3,1
37,2,100.1,3,5,4,1,0,0,0,1
0,0,0.0,12,10,1,1,0,0,6,1
44,2,98.8,11,26,4,1,1,0,0,1
103,1,137.7,8,2,4,2,0,0,3,1
1,0,77.25,12,19,4,1,0,0,1,1
67,2,219.6,4,30,4,1,1,1,3,1
29,1,70.88,11,14,4,5,2,0,3,1
35,0,93.6,12,20,4,2,0,0,0,0
48,0,112.88,10,25,3,3,2,1,1,1
3,0,79.0,2,2,4,1,0,0,0,1
44,0,93.6,5,31,4,2,0,3,0,0
146,1,107.0,4,24,4,0,2,0,0,0
118,0,159.3,6,2,4,3,0,0,3,0
4,1,0.0,7,5,1,1,0,0,0,1
3,1,65.0,4,11,2,0,1,0,0,1
81,0,73.95,2,27,4,6,2,0,0,0
37,1,108.9,6,9,4,1,0,0,0,1
6,1,74.0,11,8,2,1,0,0,0,1
150,1,140.7,7,31,4,1,2,0,0,1
17,1,103.5,9,10,4,8,2,0,0,0
0,1,115.0,6,7,4,1,0,0,0,1
302,1,65.6,8,2,4,8,2,0,1,1
116,0,150.3,8,22,4,5,1,0,3,0
2,1,95.0,11,4,4,1,0,3,0,1
160,0,76.27,11,13,4,4,2,3,0,0
7,0,153.0,8,17,4,1,1,3,5,1
69,2,99.45,4,13,4,4,0,0,0,1
2,1,84.0,1,6,4,3,0,3,0,1
4,1,98.0,12,26,4,0,1,0,0,1
95,3,103.7,12,21,4,5,2,0,0,1
3,1,107.0,8,11,4,2,0,0,0,1
1,0,149.0,5,23,4,0,1,3,0,1
33,1,81.09,4,20,4,2,0,0,0,1
89,1,118.8,10,10,4,1,1,0,0,0
79,2,114.0,11,25,4,2,0,0,3,1
66,1,108.0,10,20,4,2,0,0,1,1
32,1,113.4,10,26,4,4,1,0,0,1
57,3,112.8,12,27,4,3,0,0,0,1
4,2,99.5,11,22,4,2,0,0,0,1
9,1,79.0,2,12,4,2,0,3,0,0
195,0,147.0,8,23,4,5,1,1,3,0
9,2,201.5,9,8,4,2,0,0,3,1
57,2,130.2,11,11,4,2,1,1,0,1
5,1,98.0,8,13,4,3,0,0,0,0
0,0,89.0,3,21,4,0,1,3,0,1
121,0,95.81,6,26,4,5,2,0,0,1
3,1,195.0,9,26,4,1,1,0,3,1
61,0,171.0,3,20,4,1,2,0,5,1
79,1,90.95,4,25,3,1,1,0,3,1
83,1,105.3,3,25,4,2,1,0,3,1
37,1,143.1,3,25,4,1,0,0,0,0
37,0,126.9,4,29,4,2,2,0,0,0
133,0,126.0,7,11,4,1,1,0,0,1
180,0,85.5,8,26,4,2,0,3,0,0
12,3,156.0,6,29,4,2,0,0,3,1
155,1,126.9,9,2,4,2,1,0,0,0
46,0,123.3,8,30,4,5,1,0,3,0
119,0,106.25,10,24,3,3,1,1,0,1
21,1,88.0,11,28,4,0,1,3,0,0
74,0,55.9,7,27,4,7,3,0,0,1
54,0,149.4,6,3,4,1,0,0,3,1
215,0,99.45,8,20,4,5,2,0,3,0
31,2,126.9,6,12,4,3,2,0,0,1
23,0,65.0,11,5,2,1,0,0,0,1
68,0,60.0,11,28,3,1,2,0,3,1
1,0,111.0,11,19,4,1,0,0,0,1
247,0,87.0,6,6,4,1,1,1,0,0
59,0,67.5,3,9,4,2,0,3,0,0
3,0,119.0,8,17,2,4,1,0,0,0
147,0,89.25,10,16,4,2,1,0,0,1
4,1,151.0,7,14,4,1,0,0,0,1
155,0,186.3,8,16,4,2,0,0,5,0
83,1,79.2,11,19,4,1,1,3,0,1
114,0,140.4,6,2,4,3,0,0,3,0
30,0,85.0,10,16,3,1,2,0,0,1
52,1,96.9,12,9,4,2,2,0,3,1
62,1,115.5,9,5,4,2,1,0,3,1
2,1,89.0,10,19,2,1,0,0,0,1
38,1,79.4,1,22,4,2,0,0,0,1
23,0,118.8,9,6,4,3,2,0,0,1
261,0,65.49,7,27,4,5,2,0,0,0
28,2,131.0,9,1,4,2,0,0,0,1
26,2,294.0,10,1,4,2,2,1,5,1
150,1,135.0,8,17,4,2,0,0,0,1
19,1,151.0,7,16,4,1,1,0,0,0
6,0,66.0,2,4,3,3,0,0,0,1
51,1,87.3,9,7,4,1,0,3,0,1
148,0,88.12,6,29,3,3,0,0,3,1
45,2,112.5,3,18,4,2,1,0,3,1
32,0,137.52,9,13,4,5,2,0,4,0
43,1,96.3,9,17,3,1,2,0,3,1
13,0,137.0,7,8,4,1,0,3,0,0
16,0,63.2,2,5,4,6,2,3,0,0
53,2,79.2,11,11,4,2,0,3,0,1
11,0,116.0,6,26,4,0,2,0,0,0
161,3,94.0,11,28,4,4,1,0,0,1
137,0,112.0,6,26,3,3,2,0,0,1
16,1,135.0,10,29,4,1,0,0,0,1
1,0,105.0,8,10,4,0,1,0,0,1
3,2,0.0,11,30,1,0,1,0,3,1
237,0,148.26,12,28,4,5,2,0,5,1
48,1,57.28,2,20,4,1,1,0,0,1
66,0,65.0,10,9,3,2,1,0,2,1
0,0,170.0,9,26,1,1,1,0,0,1
31,0,69.0,1,2,3,1,2,0,0,1
45,0,0.0,11,24,1,3,1,0,0,1
1,1,0.0,3,1,1,2,0,0,3,1
183,2,123.3,10,26,4,4,0,0,3,0
17,1,159.0,3,30,4,3,0,0,0,1
52,2,79.2,12,7,4,3,0,3,0,1
70,0,86.4,3,27,4,4,2,0,4,0
167,3,121.5,8,5,4,2,0,0,0,1
101,0,62.0,1,1,3,3,2,0,3,1
36,2,102.6,10,17,4,1,0,0,0,1
46,0,67.5,11,4,3,2,0,0,0,1
44,0,60.0,11,8,3,1,2,0,3,1
56,0,103.86,11,3,4,3,0,0,0,1
1,1,80.0,1,27,4,1,0,0,0,1
33,1,125.1,9,9,4,2,1,3,0,1
27,1,96.0,12,1,4,3,1,0,0,1
