lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
4,0,91.0,2,13,4,1,0,0,0,0
28,2,156.25,4,11,4,3,1,1,0,1
117,0,138.5,8,1,3,1,2,1,0,1
122,0,110.24,4,2,3,1,2,1,0,1
7,0,158.0,12,30,4,2,0,0,0,1
15,1,70.0,12,27,3,5,1,0,0,1
28,1,332.57,6,2,4,3,0,0,5,1
18,2,166.0,6,16,4,3,0,0,3,1
96,1,114.3,7,6,4,3,0,0,0,1
9,0,66.0,2,5,3,2,1,0,0,1
87,1,112.25,10,23,3,1,2,1,0,1
12,0,75.2,12,14,4,1,0,0,0,1
45,0,143.65,3,28,4,3,1,0,3,0
6,1,88.0,12,18,4,0,1,0,0,1
17,1,95.0,10,9,3,3,2,0,0,1
270,2,80.0,4,20,3,4,0,0,0,1
197,1,112.0,8,18,3,3,0,0,0,0
53,1,134.4,6,9,4,3,0,0,3,0
0,0,81.9,1,14,4,1,0,0,0,1
129,3,114.75,5,22,4,5,4,0,3,1
160,1,97.56,7,18,4,6,3,0,0,1
6,1,91.0,2,16,4,1,0,0,0,0
21,0,101.15,5,29,4,3,2,0,0,1
109,1,103.5,7,7,4,2,0,3,0,1
1,2,65.0,7,31,2,1,2,0,0,1
4,0,127.0,3,11,4,2,1,0,0,0
18,1,89.0,8,30,4,3,2,0,0,0
132,3,179.0,10,21,4,1,0,0,0,1
68,1,137.7,4,21,4,1,0,0,3,0
123,0,76.5,7,13,4,3,1,0,0,0
52,0,85.0,4,22,3,2,1,3,0,1
2,0,65.0,9,9,2,1,0,0,0,1
23,0,72.8,2,12,4,2,1,0,0,0
86,1,99.3,4,6,4,3,0,0,3,1
75,0,129.0,7,8,4,2,1,0,3,0
39,0,117.9,7,3,4,1,2,0,0,0
79,1,76.5,7,2,4,3,0,0,0,0
47,1,100.0,8,18,3,2,0,0,0,1
132,1,105.3,5,6,4,2,0,0,0,1
20,2,129.0,9,24,4,1,2,3,0,1
5,2,81.07,2,27,4,1,0,0,0,1
19,2,91.47,9,30,4,4,0,0,3,1
50,1,108.0,10,19,4,1,0,3,0,0
58,1,66.45,2,29,4,7,3,0,0,1
4,0,85.98,2,3,3,4,0,0,4,1
3,0,80.0,2,25,2,1,0,0,0,0
42,1,182.34,9,4,4,3,2,0,5,0
117,1,85.0,12,13,4,5,0,0,0,0
22,2,115.0,10,6,4,4,0,0,0,1
54,0,47.43,3,1,4,4,0,3,0,0
40,1,78.3,2,12,4,2,1,0,0,0
14,0,76.0,11,25,2,1,0,0,0,1
87,0,72.25,7,19,3,4,0,0,0,1
233,1,138.13,9,5,4,2,1,0,3,0
21,0,75.0,10,12,3,3,1,0,3,1
4,1,67.0,11,28,2,0,1,0,0,1
21,0,94.0,10,26,3,3,1,0,0,1
129,2,80.75,5,13,3,2,1,0,0,1
152,0,98.87,8,23,4,5,2,0,0,0
62,0,118.8,4,16,4,1,2,0,3,0
10,2,90.0,8,18,4,5,0,0,0,1
279,0,177.3,9,20,4,5,2,0,5,0
45,0,101.38,11,1,4,8,2,0,0,0
39,2,177.3,4,11,4,1,1,0,5,1
45,1,71.1,3,10,4,2,0,3,0,1
64,0,63.75,3,12,4,2,2,3,0,0
36,0,71.1,3,8,4,5,2,3,0,0
100,0,102.34,12,26,4,4,1,0,0,0
144,0,92.55,5,25,4,4,1,0,3,1
123,2,72.25,12,29,4,3,0,0,0,0
48,1,72.36,10,19,3,3,1,0,1,1
33,1,61.6,2,23,4,4,0,0,3,1
20,1,110.0,10,25,4,3,0,3,0,1
6,1,164.0,8,14,4,0,1,0,0,1
168,0,105.3,8,20,4,1,1,0,0,0
105,0,139.5,7,31,4,3,2,0,3,0
7,1,156.0,6,16,4,4,2,0,3,0
152,0,101.58,7,11,4,3,1,0,0,0
25,1,187.0,8,15,4,2,1,0,3,0
57,2,126.0,12,9,4,2,0,0,3,1
19,0,95.0,10,3,2,2,1,0,0,1
193,1,100.8,6,22,4,2,0,0,0,0
18,0,171.0,2,11,4,3,0,0,5,1
31,1,111.6,10,2,4,1,0,0,0,0
40,1,55.0,12,26,3,2,2,0,0,1
6,2,126.0,10,5,4,0,1,0,0,1
79,1,90.95,4,13,4,4,0,0,0,1
73,0,73.67,3,19,4,4,2,0,0,0
223,2,89.25,10,4,4,0,2,0,0,1
26,1,119.0,10,9,4,0,2,3,0,0
1,0,102.41,9,20,4,3,2,3,0,1
24,0,0.0,5,13,1,2,0,0,0,1
54,3,109.8,8,30,4,4,0,0,0,1
53,1,74.8,11,19,4,2,2,3,0,1
55,0,149.4,9,20,4,3,0,0,3,0
14,0,79.0,11,29,2,1,0,0,0,1
66,2,67.91,12,5,4,1,1,0,0,1
1,0,129.0,3,19,4,1,0,3,0,1
105,0,137.7,7,23,4,1,0,0,3,0
76,1,72.25,11,1,4,2,2,0,0,1
230,1,72.75,8,29,4,3,1,0,3,1
51,0,79.2,11,12,4,1,1,3,0,0
14,1,120.0,10,19,4,2,1,0,0,1
31,0,116.1,3,26,4,1,1,3,0,0
32,0,137.52,9,13,4,5,2,0,4,0
13,2,152.0,9,17,4,1,0,0,0,1
12,2,130.0,2,7,4,3,2,0,3,1
265,0,72.25,8,3,3,5,2,0,0,1
1,2,106.0,8,28,4,2,1,0,0,1
50,0,63.75,12,3,3,2,2,0,0,1
72,1,72.0,11,19,3,5,2,0,0,1
57,0,81.9,4,1,4,2,1,3,0,0
29,2,161.0,10,5,4,4,1,0,3,1
0,0,75.0,12,21,2,0,1,0,0,1
5,1,139.0,8,29,4,3,1,0,0,1
25,1,158.0,9,18,4,0,2,0,0,1
22,1,68.07,11,24,4,3,1,0,0,1
38,1,170.1,9,9,4,2,1,1,0,1
23,1,74.8,12,1,4,3,1,3,0,1
208,1,81.0,12,27,3,1,0,0,0,1
4,1,131.75,11,3,4,3,1,0,0,1
0,0,133.0,9,7,4,0,1,0,0,1
80,1,130.2,4,28,4,3,0,0,3,1
75,2,72.25,11,15,4,0,1,0,0,1
31,1,71.52,1,3,4,0,1,0,1,1
89,1,96.3,3,25,4,2,1,0,0,1
14,1,109.0,6,12,4,0,2,3,0,1
9,2,171.0,8,8,4,2,1,0,0,1
7,1,0.0,1,29,1,2,0,0,3,1
155,1,94.5,8,21,4,0,1,3,0,1
17,0,95.0,9,26,2,1,1,0,0,1
0,1,161.0,5,20,4,1,0,0,0,1
0,0,110.0,6,8,3,2,0,0,0,1
54,1,135.9,8,5,4,2,2,0,0,1
37,1,108.9,6,9,4,1,0,0,0,1
22,1,104.22,9,24,4,3,2,0,3,1
52,0,132.9,7,8,4,2,1,0,0,0
14,1,164.0,9,26,4,3,1,0,3,0
126,0,103.5,5,7,4,1,0,3,0,0
7,0,88.27,4,10,4,1,2,0,0,1
123,1,162.0,9,20,4,5,1,0,3,0
11,0,119.0,11,2,4,4,0,0,3,1
103,1,77.29,6,26,3,1,2,0,0,0
69,0,123.98,9,1,4,6,2,3,0,0
9,0,104.0,6,22,4,2,0,0,0,1
1,0,180.0,9,24,4,1,0,3,0,0
27,0,139.0,9,16,4,2,0,3,0,1
1,2,180.33,9,3,4,3,0,0,5,1
277,0,84.15,10,20,4,3,2,3,0,0
18,1,221.0,5,6,4,2,0,0,5,1
2,0,72.25,6,16,3,3,1,3,0,1
117,0,150.45,6,16,4,3,1,0,3,0
153,0,96.3,8,26,4,2,2,0,0,0
116,2,172.85,12,24,4,3,2,1,3,1
0,0,136.0,9,13,4,4,2,0,0,1
59,0,127.8,4,15,4,2,0,0,3,0
121,1,125.55,8,15,4,3,1,0,3,1
147,0,95.0,6,2,3,3,0,0,0,0
49,1,77.39,12,23,4,5,2,3,0,1
0,1,50.0,3,17,2,1,0,0,0,1
84,0,73.95,3,12,3,5,2,0,0,1
53,1,125.1,9,26,4,0,1,3,0,0
1,0,92.11,6,12,4,3,2,0,0,1
40,0,128.4,6,8,4,3,0,0,3,0
106,0,102.39,4,27,4,9,2,0,0,0
60,1,126.0,11,18,4,2,1,0,3,0
21,1,165.0,5,4,4,1,0,0,3,1
28,1,68.0,9,21,3,4,1,0,3,1
5,0,65.0,5,9,2,1,1,0,0,1
43,0,60.0,1,21,3,3,0,0,0,1
5,1,104.0,11,10,4,3,0,0,0,1
5,0,101.0,3,23,4,1,0,0,0,0
6,1,79.0,2,3,4,1,0,0,0,0
0,0,135.0,5,17,4,1,0,0,0,1
79,0,105.0,4,30,3,3,2,1,0,1
245,0,80.75,9,28,3,4,0,0,0,1
9,1,77.75,1,29,4,2,0,0,1,1
132,1,113.4,10,8,4,3,2,0,0,0
33,1,71.1,3,15,4,3,0,3,0,1
214,1,80.75,7,29,4,2,2,3,0,1
0,1,0.0,6,22,1,0,0,0,0,1
1,1,146.7,7,10,4,0,1,0,3,1
2,0,169.0,9,21,2,1,0,0,0,0
132,0,105.3,5,6,4,2,0,0,0,1
0,0,0.0,8,4,1,2,0,0,0,1
18,1,80.85,9,5,4,1,1,0,0,1
17,2,109.45,9,9,4,2,1,0,1,1
53,0,94.5,10,9,4,2,1,0,0,1
0,1,107.0,11,2,4,4,1,0,0,1
138,1,71.67,7,2,4,2,2,0,0,1
17,1,135.0,9,25,4,2,2,0,0,1
195,0,109.8,8,30,4,2,0,0,3,0
5,0,79.0,2,13,4,1,2,3,0,0
292,1,158.4,7,23,4,1,2,0,5,0
46,0,99.0,10,30,4,0,1,3,0,0
20,1,131.35,12,28,4,4,0,0,3,1
51,1,90.9,3,15,4,3,0,0,0,1
115,1,76.0,2,27,3,2,2,0,0,1
102,0,82.45,7,10,3,2,2,0,3,1
161,1,60.98,3,15,4,3,0,3,0,1
247,0,109.0,6,6,4,1,1,1,0,0
14,1,96.0,9,15,4,1,0,0,0,1
10,1,139.0,8,8,4,0,1,3,0,0
35,1,109.8,8,30,4,4,0,0,0,0
0,2,81.0,8,7,4,1,0,3,0,1
53,2,158.4,10,16,4,2,2,0,3,1
4,0,80.2,2,28,3,4,2,0,3,1
22,0,91.0,2,13,4,4,2,0,0,1
61,2,67.91,12,5,4,2,1,0,0,1
11,1,133.33,10,30,4,1,2,0,0,1
117,1,109.65,6,2,4,3,1,3,0,1
249,2,117.9,9,21,4,1,0,0,0,0
75,1,97.33,4,15,4,2,2,0,0,0
51,2,112.0,10,21,4,3,0,0,0,1
101,2,85.28,4,9,4,4,2,0,0,1
2,0,94.0,10,30,0,0,2,0,3,1
14,0,65.0,11,29,2,1,0,0,0,1
16,1,109.0,3,17,4,3,0,0,0,1
18,1,151.0,8,16,4,2,0,0,0,1
0,1,103.32,7,23,4,1,0,3,0,1
0,0,180.0,9,20,4,1,0,3,0,1
27,1,120.12,6,22,4,2,0,0,3,1
37,0,85.5,9,10,3,1,2,0,0,1
1,0,105.0,8,10,4,0,1,0,0,1
58,0,85.5,1,27,3,2,0,0,0,1
56,0,135.9,7,27,4,2,0,0,0,0
119,1,103.5,5,19,4,1,0,3,0,1
94,0,80.75,5,2,3,3,1,0,0,1
158,0,99.45,8,1,4,5,2,0,0,0
11,0,78.8,6,14,4,1,0,3,0,1
0,1,78.42,3,25,4,2,2,0,5,1
116,1,99.45,5,15,4,3,2,0,0,1
163,1,112.0,7,14,3,3,0,0,0,0
235,1,90.95,8,12,4,3,2,0,0,0
0,0,95.0,6,20,2,0,1,0,0,1
58,0,116.1,5,17,4,3,0,3,0,0
11,0,115.0,4,15,4,2,0,3,0,1
144,0,80.1,10,28,4,2,1,3,0,0
80,0,140.4,5,21,4,1,2,0,3,0
98,0,94.5,7,12,4,1,0,3,0,0
19,1,114.73,10,5,4,2,0,0,0,1
177,1,125.1,10,2,4,5,2,0,0,0
29,1,144.55,7,18,4,3,1,0,3,1
47,2,105.5,11,5,4,2,0,0,1,1
93,0,109.35,7,14,4,3,1,0,0,0
58,0,80.3,3,4,4,2,0,0,0,1
152,1,62.0,2,20,3,1,2,0,3,1
4,0,92.4,10,11,4,3,2,0,0,1
98,0,116.1,5,7,4,1,0,3,0,0
6,1,134.83,9,10,4,4,2,0,0,1
43,1,109.49,6,18,4,1,0,0,3,1
72,0,97.54,7,27,4,1,0,0,1,1
95,0,127.8,7,6,4,4,0,0,3,0
213,0,123.25,8,23,4,5,1,1,0,0
44,0,101.52,9,20,4,4,0,0,0,1
113,0,114.9,12,27,4,3,0,0,3,0
0,0,58.0,12,27,3,1,2,0,0,1
7,0,65.0,10,22,2,1,0,0,0,1
11,0,67.5,1,16,4,1,2,3,0,1
19,1,88.0,11,18,4,2,0,3,0,1
5,0,95.0,4,4,0,3,1,0,0,0
5,0,66.0,2,1,3,3,1,0,0,1
114,0,198.9,5,20,4,2,0,0,5,0
5,1,111.0,11,18,4,2,0,0,0,1
146,1,81.25,8,5,3,1,0,0,0,1
72,0,63.75,3,13,4,3,2,3,0,0
78,3,130.58,10,21,3,2,2,1,0,1
9,2,190.5,9,24,4,3,1,0,0,1
102,0,140.4,5,19,4,3,0,0,3,1
98,3,93.6,12,5,4,1,1,0,0,1
103,1,132.3,10,21,4,2,1,0,3,0
28,0,84.65,2,5,4,2,2,0,0,1
7,2,55.0,3,2,3,2,0,0,0,1
51,1,154.35,7,9,4,2,2,0,3,1
0,0,88.0,12,28,4,1,0,3,0,1
0,2,129.0,6,18,4,1,2,3,0,1
0,0,79.0,11,28,2,1,1,0,0,0
61,0,76.58,4,11,4,3,1,0,0,0
3,1,138.5,8,22,3,1,2,1,0,1
2,1,104.0,6,14,4,2,0,3,0,1
31,1,75.0,10,25,3,1,2,0,3,1
144,1,105.3,7,23,4,1,1,0,0,1
80,1,135.27,8,3,4,3,0,0,3,1
41,2,109.0,10,27,4,1,0,3,0,1
7,0,109.0,10,26,4,1,0,0,0,1
66,1,92.7,4,1,4,2,1,0,0,1
7,2,115.0,9,5,4,1,0,3,0,1
4,2,114.73,5,23,4,0,1,3,0,1
23,2,96.0,9,2,4,2,0,3,0,1
45,2,162.79,9,11,4,2,2,0,0,1
331,2,110.78,12,27,4,5,1,0,3,0
29,0,161.67,12,30,3,2,1,0,0,1
44,2,91.8,11,1,4,5,0,0,0,1
0,0,97.32,4,23,4,1,0,0,0,1
162,2,130.5,7,16,4,1,1,0,0,0
3,1,107.0,8,11,4,2,0,0,0,1
55,1,116.1,5,9,4,2,1,3,0,0
41,1,76.92,6,21,4,3,0,0,0,1
102,0,101.34,12,26,4,3,1,0,1,0
246,1,114.75,10,13,4,3,2,0,0,0
161,1,101.15,7,31,4,3,2,0,0,0
2,3,169.0,3,23,4,2,0,0,3,1
121,1,103.5,5,17,4,1,0,3,0,1
81,2,76.5,12,6,4,0,1,0,0,1
60,1,132.45,9,5,4,5,1,0,3,0
48,1,89.1,6,21,4,1,0,3,0,1
4,0,110.0,9,11,0,1,2,0,3,1
5,2,174.0,8,13,4,1,1,0,0,1
163,2,76.5,8,19,4,4,2,0,0,1
109,2,77.86,12,16,4,3,2,0,1,1
4,0,60.4,2,14,3,0,1,3,0,0
7,0,119.2,9,20,4,1,0,0,0,1
172,2,140.7,7,22,4,2,1,0,3,0
29,0,130.0,12,17,4,1,0,1,0,1
47,0,119.17,4,25,4,4,1,0,0,0
68,0,116.1,5,10,4,3,0,3,0,0
0,1,89.0,4,13,4,1,0,3,0,1
134,0,94.5,5,17,4,3,0,3,0,0
195,1,121.5,8,17,4,3,0,0,0,0
15,1,100.0,2,11,4,1,0,0,0,1
85,0,124.53,4,19,4,4,0,0,3,0
16,1,31.0,2,26,2,1,0,0,0,1
27,2,91.83,10,4,4,1,2,0,0,1
0,0,106.2,4,30,4,1,2,0,0,1
28,2,104.5,8,30,4,4,0,3,0,1
175,2,90.9,10,30,4,4,2,0,0,0
0,0,106.33,11,27,4,1,2,0,0,1
4,0,95.0,10,25,3,3,0,0,0,1
4,0,89.0,5,16,4,0,1,3,0,1
0,0,65.0,12,14,2,1,0,0,0,1
38,0,125.1,9,18,4,0,2,3,0,0
53,1,121.35,9,1,4,4,2,0,3,1
12,1,134.75,11,7,4,2,1,3,0,1
219,0,72.25,8,17,3,3,0,0,0,1
20,0,129.0,10,4,4,3,0,3,0,0
2,1,134.0,3,24,4,2,0,3,0,1
11,0,189.0,3,18,4,2,0,0,5,0
108,1,86.4,6,26,4,2,2,0,3,1
11,0,124.0,12,6,4,1,0,0,0,1
35,0,125.1,3,24,4,3,0,3,0,0
18,0,75.0,1,26,4,5,0,0,0,1
25,0,158.0,5,19,4,3,1,0,5,0
6,0,0.0,12,10,4,2,0,1,0,1
162,0,105.3,7,1,4,2,1,0,0,0
48,1,135.9,9,19,4,1,1,0,0,1
13,1,192.0,12,26,4,3,2,0,5,1
265,0,109.0,6,24,3,2,0,1,0,0
51,0,76.5,3,11,4,2,1,3,0,0
16,1,105.82,4,12,4,3,0,0,3,1
155,1,118.8,8,18,4,1,0,0,3,0
91,0,114.3,7,24,4,1,2,0,0,0
19,1,139.0,9,23,4,2,1,0,0,1
97,2,143.14,12,26,4,4,1,1,3,1
36,2,109.0,10,28,4,2,0,3,0,1
4,1,128.0,8,21,4,2,2,3,0,1
54,1,95.19,1,10,4,2,2,0,3,1
48,0,109.65,5,7,4,4,2,3,0,0
3,0,101.0,3,22,4,1,0,0,0,1
25,0,96.9,11,25,4,2,2,0,3,0
268,2,96.3,10,28,4,2,1,0,0,1
224,0,60.0,10,2,3,2,1,0,0,1
28,2,88.4,11,28,4,5,1,0,0,1
86,0,65.0,6,26,2,0,1,0,0,1
157,1,121.5,7,14,4,2,0,0,0,0
86,0,139.6,7,9,3,4,2,1,3,1
91,0,135.9,6,19,4,1,2,0,0,0
95,1,90.3,4,17,4,1,2,0,0,1
22,1,139.0,7,6,4,2,0,3,0,1
32,1,58.0,1,8,3,2,1,0,0,1
12,1,132.39,12,10,4,2,2,0,3,1
130,2,104.4,10,29,4,1,2,0,3,1
166,0,107.95,7,24,3,2,2,1,3,0
60,0,87.3,3,10,4,3,0,0,3,0
39,1,133.0,12,27,4,1,0,0,0,1
45,1,135.9,8,7,4,0,2,0,0,1
7,0,65.0,8,9,2,1,0,0,0,1
93,0,90.95,4,15,4,1,0,0,0,1
0,0,65.0,3,2,2,1,0,0,0,1
62,0,89.24,5,9,3,1,1,0,0,1
30,0,110.8,4,6,4,3,0,0,4,1
189,0,72.25,8,8,3,3,1,0,0,0
8,0,160.0,11,5,3,1,0,0,0,1
74,2,174.42,12,25,4,1,2,0,6,1
0,1,99.0,3,31,4,3,0,3,0,1
7,2,169.0,7,11,4,0,1,0,0,1
92,1,90.0,1,16,4,1,1,0,0,1
191,0,71.1,11,25,4,1,0,3,0,0
180,1,129.7,8,3,4,5,2,0,3,0
1,0,161.88,11,8,2,1,0,0,0,1
50,1,122.0,10,31,4,3,1,0,3,1
15,1,90.0,8,27,4,2,0,0,0,1
18,0,80.75,5,21,3,2,2,0,0,1
12,2,0.0,8,17,1,1,0,0,0,1
349,0,90.0,10,4,3,5,1,0,0,1
3,1,102.0,1,2,4,3,2,0,0,1
32,0,63.0,11,11,3,2,0,3,0,1
4,0,67.0,3,22,2,1,0,0,0,1
60,0,132.3,6,23,4,1,0,0,3,0
72,1,93.6,12,23,4,2,1,0,0,1
38,2,177.3,8,15,4,5,1,0,3,1
57,0,130.05,4,5,4,4,0,0,3,0
163,0,96.3,8,26,4,2,0,0,0,0
43,2,79.48,11,12,4,2,2,3,0,1
110,1,109.65,6,17,4,2,2,3,0,1
64,1,162.4,11,18,4,2,1,0,5,1
104,1,116.1,5,23,4,1,1,3,0,1
11,0,66.0,1,30,2,1,0,0,0,1
118,1,137.7,7,20,4,1,0,0,3,1
17,1,103.5,9,10,4,8,2,0,0,0
60,1,76.0,11,15,4,4,2,3,0,1
15,0,138.5,10,6,4,3,0,0,0,1
4,1,0.0,8,23,1,1,2,0,0,1
149,0,122.04,7,5,4,5,2,0,0,1
2,1,131.0,4,27,4,1,0,0,0,1
24,0,229.6,10,6,4,2,0,1,4,0
158,2,114.3,7,8,4,2,0,0,0,0
1,0,47.25,8,29,3,1,2,1,0,1
247,1,93.0,6,6,3,1,1,1,0,1
6,0,100.8,10,11,3,1,2,0,0,1
61,0,117.0,3,23,4,2,0,0,0,0
14,1,124.0,8,31,4,1,0,0,0,1
113,1,78.0,3,31,4,3,0,0,1,1
2,0,113.05,5,28,4,3,2,0,0,0
146,2,127.8,7,8,4,1,0,0,3,1
44,0,85.5,9,18,3,2,2,0,0,1
5,0,66.0,2,3,2,1,0,0,0,1
45,0,99.79,4,24,4,3,2,0,0,1
4,0,92.93,8,2,4,1,0,3,0,1
0,1,207.0,8,16,4,1,0,0,0,1
138,1,137.7,7,16,4,1,1,0,0,1
34,0,159.3,4,30,4,1,1,0,3,0
1,1,188.0,12,29,4,2,0,0,3,1
132,1,90.9,7,3,4,0,2,1,0,1
107,0,79.22,10,23,3,2,2,0,0,1
0,0,85.24,8,30,4,1,0,3,0,1
68,2,75.9,11,14,4,3,1,3,0,1
9,3,0.0,11,11,1,2,0,0,0,1
68,0,80.75,6,18,3,1,2,0,0,1
138,0,102.25,7,5,3,5,1,1,0,1
18,0,129.0,4,13,2,1,0,0,0,1
31,1,119.1,3,5,4,3,2,0,3,0
66,0,112.2,4,19,4,4,0,0,3,1
112,1,127.8,8,11,4,3,1,0,3,1
32,0,143.28,11,8,4,2,0,0,0,0
4,2,99.51,11,19,4,5,2,0,0,1
72,0,76.5,7,22,4,5,2,0,0,0
10,0,109.0,3,17,4,3,0,0,0,0
34,1,85.5,10,7,4,3,0,0,0,1
55,1,97.93,9,2,4,6,2,0,0,1
108,1,146.7,8,6,4,5,2,0,3,1
124,1,96.3,6,27,4,2,1,0,0,1
199,0,73.45,6,3,4,2,0,3,0,0
34,0,99.45,10,16,4,2,0,0,0,1
8,0,114.0,11,30,4,3,0,0,3,0
386,0,90.0,10,23,4,0,2,1,0,0
18,1,78.54,10,31,4,1,2,0,1,1
7,1,88.4,12,4,4,3,2,0,0,1
184,1,99.45,8,9,4,4,0,0,0,0
74,1,80.75,5,3,3,3,0,0,0,1
57,1,135.9,8,10,4,2,0,0,0,1
144,0,92.55,5,25,4,4,1,0,3,0
1,0,100.47,12,7,4,4,1,0,3,1
63,1,94.5,7,25,4,3,1,3,0,1
74,0,89.25,10,7,4,4,0,0,0,1
120,1,159.3,6,2,4,3,0,0,3,0
68,0,61.5,3,23,3,4,2,0,0,1
64,0,94.5,4,21,4,3,0,3,0,1
0,0,95.5,8,31,2,2,1,0,0,1
16,0,65.52,2,16,4,3,0,0,0,1
0,2,143.5,6,28,4,2,0,3,0,1
10,1,108.67,11,25,4,2,1,0,0,1
37,0,69.53,2,13,4,1,0,0,1,1
27,1,68.07,11,23,4,4,0,0,0,1
131,0,115.94,6,19,4,3,2,0,0,0
11,0,54.8,3,7,3,2,1,3,0,0
386,1,90.0,10,23,3,0,2,1,0,1
90,1,135.9,8,4,4,4,2,0,0,0
11,2,141.0,8,20,4,1,1,0,0,1
50,0,75.0,11,15,3,3,0,0,0,1
111,1,168.3,9,17,4,4,2,0,3,1
67,1,49.09,3,13,4,2,2,3,0,1
11,1,148.0,12,29,4,3,0,0,3,1
52,0,85.5,4,18,4,1,1,3,0,1
1,1,67.0,8,30,2,2,0,0,0,1
58,0,137.4,6,3,4,2,1,0,3,0
4,1,68.0,2,29,2,4,1,0,0,1
7,1,66.0,8,5,3,3,0,0,0,1
97,0,89.25,9,3,4,3,0,0,0,1
2,0,65.0,12,9,2,1,0,0,0,1
65,1,113.4,12,30,4,2,0,0,0,1
162,0,80.75,8,27,4,2,2,3,0,0
80,0,63.36,11,18,4,2,0,3,0,0
50,0,98.55,10,19,3,2,0,0,0,1
62,1,99.45,4,5,4,4,0,0,0,1
24,0,72.8,2,22,3,2,1,0,0,0
213,0,110.7,12,17,4,1,0,0,3,1
98,0,109.81,4,30,4,5,2,0,0,1
0,0,62.0,10,30,3,5,2,0,0,1
59,0,147.9,12,16,4,3,2,0,5,0
61,1,120.6,7,17,4,3,2,0,3,1
6,0,85.0,4,3,3,2,2,3,0,1
103,0,70.03,4,17,4,2,2,0,3,1
110,1,149.4,9,21,4,4,1,0,3,0
114,2,186.3,7,30,4,1,0,0,5,1
37,0,69.9,2,22,4,2,1,3,0,0
6,1,192.67,3,25,4,2,1,0,3,1
48,2,92.83,5,22,4,1,2,0,0,1
10,0,105.0,10,3,3,2,1,0,0,0
37,0,85.5,9,16,4,2,0,0,0,1
47,0,108.0,10,11,4,3,0,3,0,1
95,1,65.83,4,14,4,1,0,3,0,1
58,0,140.4,6,1,4,3,0,0,3,0
14,0,70.88,12,5,4,3,1,0,3,1
0,0,90.4,11,1,4,0,1,0,0,1
15,2,180.0,10,21,4,2,0,0,0,1
1,1,95.0,12,28,4,1,1,3,0,1
44,2,148.28,10,14,4,2,2,0,3,1
22,0,127.67,6,21,4,3,0,0,0,0
41,0,76.9,2,19,4,2,1,0,0,1
64,0,93.5,3,18,4,2,2,0,0,1
36,2,203.02,4,15,4,2,1,0,6,1
116,0,86.21,4,26,4,10,4,3,0,0
191,1,99.95,7,16,4,5,2,0,0,1
30,1,77.86,11,23,4,4,0,0,1,0
3,0,65.0,12,14,2,0,1,0,0,1
12,1,156.0,8,22,4,2,1,0,3,1
119,1,97.75,7,13,3,3,0,1,0,1
33,1,117.3,3,5,4,1,0,0,3,1
0,0,159.0,7,5,4,1,0,0,0,1
52,0,116.1,7,9,4,1,2,0,3,0
0,0,6.0,10,7,1,1,0,0,0,1
36,0,104.49,5,7,4,1,0,3,0,1
7,1,66.57,2,14,4,2,2,0,0,1
36,2,67.5,8,28,3,1,2,0,0,1
13,1,59.33,11,12,4,5,2,3,0,1
39,0,68.76,2,22,4,4,1,0,1,1
76,2,88.4,12,7,4,4,0,0,0,1
113,0,55.63,3,29,4,4,0,3,0,1
37,2,88.0,12,2,4,2,0,3,0,1
238,1,107.0,9,20,3,4,0,0,3,0
36,2,152.1,7,2,4,1,2,0,0,1
77,1,132.3,10,6,4,3,0,0,3,0
67,1,74.8,12,17,4,6,2,3,0,1
82,1,60.0,12,19,3,1,2,0,3,1
2,0,69.5,1,9,4,1,0,3,0,1
94,1,81.08,4,15,4,2,1,0,3,1
96,1,96.3,4,18,4,2,1,0,0,1
94,1,80.75,3,28,3,4,1,0,0,1
34,0,48.4,3,3,3,3,2,0,0,1
32,2,67.5,2,6,4,1,1,3,0,1
2,1,75.0,1,4,4,1,1,3,0,1
111,0,94.78,8,8,3,2,1,0,3,1
15,0,63.6,3,13,4,3,2,3,0,0
56,1,216.9,8,13,4,1,2,0,5,1
96,0,76.5,9,1,3,7,2,0,0,1
2,0,45.5,1,27,3,4,0,0,0,1
4,2,107.0,3,22,4,2,0,0,0,1
132,1,89.25,10,25,4,3,2,0,0,1
22,0,84.33,3,3,4,3,0,3,0,1
56,1,123.3,3,29,4,3,0,0,3,0
232,1,66.53,10,23,4,3,2,0,0,1
84,0,122.0,12,22,4,1,0,0,0,0
44,0,75.0,7,8,2,1,0,0,0,1
155,2,137.7,7,17,4,1,2,0,3,0
30,1,144.9,7,12,4,2,0,0,0,1
13,0,96.0,4,4,3,1,1,0,0,1
41,1,78.54,10,14,4,4,0,0,3,1
0,1,178.33,8,18,4,3,0,0,3,1
99,1,101.58,4,28,4,3,1,0,0,1
85,2,134.7,6,26,4,1,2,0,3,1
225,0,106.25,10,17,4,4,1,0,0,0
155,0,89.76,10,21,3,2,0,0,0,0
39,1,78.3,2,13,4,1,1,0,0,1
153,1,93.2,7,1,4,2,2,0,0,1
119,0,83.0,3,29,3,2,0,0,0,1
102,0,80.75,9,18,3,1,2,0,0,1
37,0,94.5,9,16,4,2,0,0,0,1
126,0,89.25,5,22,4,2,2,3,0,0
8,0,64.4,3,9,3,2,0,0,0,1
